,取引価格（総額）,面積（㎡）,地区名,最寄駅：距離（分）,都市計画,建物の構造,築年数
3563,6900000,25,栗田谷,10,第１種中高層住居専用地域,ＲＣ,25
3564,26000000,70,子安台,15,第２種中高層住居専用地域,ＲＣ,13
3568,17000000,55,子安台,11,準住居地域,ＳＲＣ,47
3570,5000000,55,子安台,10,準住居地域,ＳＲＣ,43
3571,10000000,15,子安通,3,商業地域,ＳＲＣ,27
3572,4600000,15,子安通,5,商業地域,ＳＲＣ,24
3573,5500000,15,子安通,3,商業地域,ＳＲＣ,27
3574,12000000,15,子安通,4,商業地域,ＲＣ,27
3575,5600000,15,子安通,3,商業地域,ＳＲＣ,27
3577,4800000,15,子安通,5,商業地域,ＳＲＣ,24
3578,5500000,15,子安通,5,商業地域,ＳＲＣ,24
3580,28000000,70,子安通,10,,ＲＣ,9
3583,33000000,65,子安通,2,商業地域,ＲＣ,6
3584,15000000,35,子安通,3,商業地域,ＲＣ,9
3586,14000000,30,子安通,4,商業地域,ＲＣ,6
3587,20000000,25,子安通,3,商業地域,ＲＣ,7
3590,3000000,25,子安通,9,商業地域,ＳＲＣ,28
3591,37000000,65,子安通,4,商業地域,ＲＣ,8
3592,14000000,40,子安通,9,商業地域,ＳＲＣ,28
3593,32000000,65,子安通,10,商業地域,ＲＣ,8
3594,22000000,50,子安通,6,商業地域,ＳＲＣ,29
3595,10000000,25,子安通,6,商業地域,ＳＲＣ,29
3596,6100000,15,子安通,4,商業地域,ＳＲＣ,27
3597,41000000,70,子安通,6,商業地域,ＲＣ,6
3598,33000000,60,子安通,4,商業地域,ＲＣ,8
3599,15000000,50,子安通,6,商業地域,ＳＲＣ,29
3600,33000000,70,子安通,12,商業地域,ＲＣ,9
3602,17000000,50,子安通,8,商業地域,ＳＲＣ,29
3603,26000000,55,子安通,12,商業地域,ＲＣ,9
3604,7400000,15,子安通,4,商業地域,ＳＲＣ,27
3607,32000000,65,子安通,4,商業地域,ＲＣ,8
3608,14000000,40,子安通,7,商業地域,ＳＲＣ,28
3609,8500000,25,子安通,3,商業地域,ＳＲＣ,29
3610,24000000,50,子安通,6,商業地域,ＳＲＣ,19
3611,29000000,70,子安通,10,商業地域,ＲＣ,7
3613,15000000,50,子安通,10,商業地域,ＲＣ,19
3614,23000000,55,子安通,3,商業地域,ＲＣ,15
3624,30000000,55,栄町,7,商業地域,ＳＲＣ,17
3625,41000000,60,栄町,4,商業地域,ＲＣ,15
3627,35000000,60,栄町,9,商業地域,ＲＣ,15
3628,29000000,50,栄町,4,商業地域,ＲＣ,15
3629,26000000,60,栄町,9,,ＲＣ,16
3630,68000000,70,栄町,13,工業地域,ＲＣ,14
3631,57000000,70,栄町,13,工業地域,ＲＣ,14
3632,59000000,100,栄町,10,商業地域,ＲＣ,20
3633,36000000,50,栄町,20,工業地域,ＲＣ,12
3634,15000000,55,栄町,8,商業地域,ＳＲＣ,16
3635,87000000,80,栄町,10,工業地域,ＲＣ,14
3636,47000000,80,栄町,10,工業地域,ＲＣ,14
3644,7000000,60,三枚町,21,第１種住居地域,ＲＣ,32
3647,12000000,55,三枚町,11,第１種住居地域,ＲＣ,24
3648,13000000,55,三枚町,10,第１種住居地域,ＲＣ,30
3653,15000000,50,三枚町,9,第１種住居地域,ＲＣ,30
3655,16000000,55,三枚町,9,第１種住居地域,ＲＣ,31
3656,33000000,65,三枚町,9,準住居地域,ＲＣ,4
3667,6300000,15,白幡町,7,近隣商業地域,ＲＣ,22
3668,5300000,15,白幡町,7,,ＲＣ,22
3680,42000000,85,白幡西町,6,第１種低層住居専用地域,ＲＣ,24
3692,7500000,15,白幡西町,8,第１種低層住居専用地域,ＲＣ,24
3706,6000000,15,白幡向町,8,準住居地域,ＲＣ,27
3709,34000000,70,新浦島町,6,工業地域,ＲＣ,12
3710,31000000,60,新浦島町,3,工業地域,ＲＣ,11
3711,29000000,55,新浦島町,3,工業地域,ＲＣ,11
3712,27000000,65,新浦島町,6,工業地域,ＲＣ,12
3713,38000000,70,新浦島町,3,工業地域,ＲＣ,11
3714,32000000,70,新浦島町,6,工業地域,ＲＣ,12
3715,49000000,85,新子安,8,第１種住居地域,ＲＣ,11
3718,34000000,70,新子安,7,第１種住居地域,ＲＣ,17
3720,33000000,70,新子安,9,第１種住居地域,ＲＣ,9
3721,28000000,55,新子安,6,第１種住居地域,ＲＣ,2
3724,49000000,75,新子安,6,第１種住居地域,ＳＲＣ,15
3726,4200000,15,新子安,8,近隣商業地域,ＲＣ,28
3727,4900000,15,新子安,3,第１種住居地域,ＲＣ,27
3728,22000000,50,新子安,7,近隣商業地域,ＲＣ,22
3730,26000000,60,新子安,6,近隣商業地域,ＲＣ,13
3731,14000000,50,新子安,5,近隣商業地域,ＲＣ,22
3732,21000000,65,新子安,6,近隣商業地域,ＲＣ,22
3734,15000000,15,新町,1,商業地域,ＳＲＣ,23
3735,5800000,15,新町,2,商業地域,ＳＲＣ,23
3736,4300000,15,新町,1,商業地域,ＳＲＣ,23
3737,42000000,90,新町,1,商業地域,ＳＲＣ,23
3738,5900000,15,新町,1,商業地域,ＳＲＣ,23
3757,28000000,50,台町,3,商業地域,ＳＲＣ,20
3758,15000000,20,台町,2,商業地域,ＲＣ,12
3759,14000000,15,台町,2,商業地域,ＳＲＣ,22
3760,9500000,15,台町,2,商業地域,ＳＲＣ,25
3761,52000000,70,台町,5,,ＲＣ,23
3762,48000000,20,台町,6,商業地域,ＳＲＣ,33
3763,53000000,80,台町,5,商業地域,ＳＲＣ,19
3764,11000000,15,台町,6,商業地域,ＳＲＣ,23
3765,8000000,30,台町,9,第１種住居地域,ＲＣ,31
3767,7800000,15,台町,9,商業地域,ＳＲＣ,22
3768,27000000,45,台町,8,商業地域,ＳＲＣ,27
3769,23000000,75,台町,10,商業地域,ＳＲＣ,43
3770,15000000,35,台町,7,商業地域,ＳＲＣ,22
3771,40000000,60,台町,8,第１種住居地域,ＲＣ,11
3772,12000000,35,台町,7,商業地域,ＳＲＣ,22
3773,52000000,70,台町,7,,ＲＣ,23
3774,54000000,70,台町,7,商業地域,ＲＣ,23
3775,35000000,55,台町,8,,ＳＲＣ,21
3776,30000000,60,台町,10,,ＲＣ,16
3777,50000000,70,台町,8,商業地域,ＲＣ,23
3779,60000000,75,高島台,8,第２種中高層住居専用地域,ＲＣ,8
3781,7100000,15,高島台,5,第２種中高層住居専用地域,ＲＣ,21
3785,66000000,75,高島台,9,第２種中高層住居専用地域,ＲＣ,6
3790,18000000,20,反町,3,商業地域,ＳＲＣ,9
3791,5800000,15,反町,3,商業地域,ＳＲＣ,27
3792,15000000,20,反町,3,商業地域,ＳＲＣ,9
3793,24000000,20,反町,4,商業地域,ＲＣ,0
3795,24000000,50,反町,6,商業地域,ＳＲＣ,25
3796,29000000,25,反町,5,商業地域,ＲＣ,0
3797,17000000,20,反町,3,商業地域,ＳＲＣ,9
3799,35000000,55,反町,3,商業地域,ＳＲＣ,23
3801,5300000,15,反町,3,商業地域,ＲＣ,27
3802,28000000,50,反町,4,商業地域,ＳＲＣ,25
3803,5000000,15,反町,3,商業地域,ＲＣ,27
3804,13000000,45,反町,4,商業地域,ＳＲＣ,18
3805,51000000,60,青木町,4,商業地域,ＲＣ,4
3806,25000000,60,青木町,1,商業地域,ＳＲＣ,43
3807,21000000,60,青木町,1,商業地域,ＳＲＣ,44
3808,11000000,25,青木町,5,商業地域,ＳＲＣ,27
3809,38000000,45,青木町,2,商業地域,ＳＲＣ,22
3811,23000000,60,青木町,0,商業地域,ＳＲＣ,44
3812,7000000,20,鶴屋町,6,商業地域,ＳＲＣ,34
3813,10000000,25,青木町,2,商業地域,ＳＲＣ,22
3814,21000000,55,青木町,0,商業地域,ＳＲＣ,44
3815,21000000,20,鶴屋町,6,商業地域,ＲＣ,3
3816,27000000,30,鶴屋町,6,商業地域,ＳＲＣ,34
3817,8600000,25,青木町,5,商業地域,ＳＲＣ,27
3818,29000000,45,青木町,1,商業地域,ＳＲＣ,28
3820,24000000,50,鶴屋町,6,商業地域,ＳＲＣ,28
3821,20000000,20,鶴屋町,8,商業地域,ＲＣ,3
3822,32000000,50,鶴屋町,5,商業地域,ＳＲＣ,28
3826,43000000,70,富家町,6,準住居地域,ＲＣ,15
3827,36000000,85,富家町,3,商業地域,ＳＲＣ,36
3828,29000000,65,富家町,3,商業地域,ＳＲＣ,36
3829,39000000,85,富家町,3,商業地域,ＳＲＣ,36
3838,35000000,55,入江,9,準工業地域,ＲＣ,20
3839,41000000,70,入江,7,準工業地域,ＲＣ,15
3840,31000000,65,入江,4,準工業地域,ＲＣ,15
3846,28000000,50,入江,9,準工業地域,ＲＣ,20
3852,6200000,15,七島町,5,準住居地域,ＲＣ,28
3854,38000000,70,浦島丘,13,第２種中高層住居専用地域,ＲＣ,20
3856,8800000,15,浦島町,4,商業地域,ＲＣ,28
3857,30000000,55,浦島町,4,商業地域,ＲＣ,22
3858,26000000,55,浦島町,4,商業地域,ＳＲＣ,20
3860,7300000,15,浦島町,4,商業地域,ＲＣ,28
3862,30000000,70,西大口,10,第１種中高層住居専用地域,ＲＣ,14
3863,31000000,70,西大口,10,第１種中高層住居専用地域,ＲＣ,12
3864,8400000,45,西大口,8,第２種中高層住居専用地域,鉄骨造,43
3865,11000000,35,西大口,8,第２種中高層住居専用地域,鉄骨造,43
3866,12000000,45,西大口,8,第２種中高層住居専用地域,鉄骨造,43
3867,16000000,45,西大口,10,,鉄骨造,38
3868,29000000,65,西大口,10,,ＲＣ,15
3869,32000000,70,西大口,10,第１種中高層住居専用地域,ＲＣ,14
3870,6800000,45,西大口,10,第２種中高層住居専用地域,鉄骨造,43
3874,34000000,60,大口通,4,近隣商業地域,ＲＣ,6
3875,8300000,15,大口通,3,近隣商業地域,ＲＣ,26
3876,29000000,55,大口通,4,近隣商業地域,ＲＣ,6
3879,4000000,15,大口通,5,第１種住居地域,ＲＣ,22
3880,7400000,20,西神奈川,5,商業地域,ＳＲＣ,26
3882,16000000,15,西神奈川,4,商業地域,ＳＲＣ,15
3883,33000000,65,大口通,4,近隣商業地域,ＲＣ,18
3884,6300000,15,西神奈川,5,商業地域,ＲＣ,23
3886,12000000,15,西神奈川,4,商業地域,ＳＲＣ,26
3888,32000000,45,西神奈川,1,商業地域,鉄骨造,19
3889,12000000,30,西神奈川,4,商業地域,ＳＲＣ,32
3890,34000000,60,西神奈川,6,商業地域,ＲＣ,17
3891,15000000,45,西神奈川,4,商業地域,ＳＲＣ,30
3892,6300000,15,西神奈川,5,商業地域,ＲＣ,23
3893,8000000,15,西神奈川,4,第１種住居地域,ＲＣ,30
3894,6300000,15,西神奈川,5,商業地域,ＲＣ,27
3895,19000000,20,西神奈川,6,商業地域,ＳＲＣ,7
3898,24000000,60,大口仲町,5,近隣商業地域,ＲＣ,21
3915,30000000,65,大口仲町,11,第１種住居地域,ＲＣ,25
3916,120000000,80,大野町,10,工業地域,ＲＣ,7
3917,130000000,140,大野町,14,工業地域,ＲＣ,24
3929,11000000,90,西寺尾,16,第２種中高層住居専用地域,ＲＣ,33
3934,37000000,65,西寺尾,10,第１種住居地域,ＲＣ,3
3947,14000000,90,西寺尾,17,第２種中高層住居専用地域,ＲＣ,33
3948,9000000,50,西寺尾,13,第２種中高層住居専用地域,ＲＣ,25
3949,2500000,15,西寺尾,15,準工業地域,ＲＣ,28
3950,24000000,65,西寺尾,19,第２種中高層住居専用地域,ＲＣ,16
3953,15000000,65,西寺尾,20,第２種中高層住居専用地域,ＲＣ,25
3954,21000000,65,西寺尾,20,第２種中高層住居専用地域,ＲＣ,25
3955,16000000,65,西寺尾,19,第２種中高層住居専用地域,ＲＣ,27
3957,21000000,90,西寺尾,16,第２種中高層住居専用地域,ＲＣ,33
3960,12000000,15,片倉,11,準住居地域,ＲＣ,24
3961,42000000,65,片倉,2,近隣商業地域,ＲＣ,3
3962,37000000,65,片倉,5,第２種中高層住居専用地域,ＲＣ,15
3966,5300000,15,片倉,11,準住居地域,ＲＣ,24
3967,6000000,15,片倉,8,第１種住居地域,ＲＣ,29
3968,9000000,15,片倉,6,第１種住居地域,ＲＣ,29
3975,4500000,15,片倉,8,第１種住居地域,ＲＣ,29
3976,35000000,65,片倉,5,第２種中高層住居専用地域,ＲＣ,11
3977,25000000,55,片倉,5,第１種住居地域,ＲＣ,14
3979,9500000,50,片倉,6,第２種中高層住居専用地域,ＲＣ,47
3981,11000000,50,片倉,8,第２種中高層住居専用地域,ＲＣ,47
3990,8000000,15,白楽,0,第１種住居地域,ＲＣ,26
3991,31000000,65,片倉,11,準住居地域,ＲＣ,12
3992,24000000,75,片倉,9,準住居地域,ＲＣ,27
3999,13000000,40,神奈川,8,商業地域,ＳＲＣ,32
4000,6500000,15,神奈川,7,商業地域,ＳＲＣ,28
4001,5600000,15,神奈川,1,商業地域,鉄骨造,27
4002,6400000,15,神奈川,6,商業地域,ＳＲＣ,28
4003,6700000,15,神奈川,6,商業地域,ＳＲＣ,28
4004,9500000,15,神奈川,6,商業地域,ＳＲＣ,28
4005,6800000,15,神奈川,6,商業地域,ＳＲＣ,28
4006,6200000,15,神奈川,6,商業地域,ＳＲＣ,28
4007,13000000,15,神奈川本町,5,近隣商業地域,ＲＣ,28
4008,5500000,15,神奈川本町,8,近隣商業地域,ＲＣ,28
4009,6700000,15,神奈川本町,6,近隣商業地域,ＲＣ,28
4012,6300000,45,羽沢町,21,第１種住居地域,ＲＣ,44
4013,7500000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,44
4016,8800000,45,羽沢町,25,第１種中高層住居専用地域,ＲＣ,44
4020,12000000,45,羽沢町,26,,ＲＣ,44
4046,35000000,65,神之木町,10,第１種住居地域,ＲＣ,5
4047,38000000,70,神之木町,4,準工業地域,ＲＣ,11
4048,34000000,60,神之木町,6,第１種住居地域,ＲＣ,5
4049,32000000,70,神之木町,4,準工業地域,ＲＣ,11
4050,20000000,55,神之木町,7,第１種住居地域,ＲＣ,31
4065,24000000,80,羽沢南,25,第１種住居地域,ＲＣ,18
4074,24000000,75,神大寺,15,第２種中高層住居専用地域,ＲＣ,33
4077,24000000,50,神大寺,9,第２種中高層住居専用地域,ＲＣ,26
4078,29000000,70,神大寺,8,第２種中高層住居専用地域,ＲＣ,13
4079,40000000,90,橋本町,14,工業専用地域,ＲＣ,7
4080,71000000,90,橋本町,18,工業専用地域,ＲＣ,9
4081,37000000,65,神大寺,10,第１種住居地域,ＲＣ,17
4083,71000000,95,橋本町,15,工業専用地域,ＲＣ,9
4085,21000000,85,神大寺,13,第２種中高層住居専用地域,ＲＣ,30
4088,14000000,50,神大寺,9,第２種中高層住居専用地域,ＲＣ,26
4095,22000000,20,東神奈川,7,商業地域,ＲＣ,5
4096,46000000,65,東神奈川,1,商業地域,ＲＣ,13
4097,64000000,80,東神奈川,0,商業地域,ＳＲＣ,11
4098,52000000,70,東神奈川,0,商業地域,ＳＲＣ,11
4099,4000000,10,平川町,4,近隣商業地域,鉄骨造,35
4107,13000000,55,神大寺,9,第２種中高層住居専用地域,ＲＣ,25
4109,16000000,55,神大寺,12,第２種中高層住居専用地域,ＲＣ,25
4113,6900000,15,広台太田町,5,商業地域,ＲＣ,20
4114,40000000,50,広台太田町,5,商業地域,ＲＣ,20
4115,80000000,75,金港町,10,工業地域,ＲＣ,8
4117,61000000,60,金港町,9,工業地域,ＲＣ,8
4118,83000000,90,金港町,9,工業地域,ＲＣ,8
4119,140000000,90,金港町,9,工業地域,ＲＣ,8
4120,77000000,75,金港町,9,工業地域,ＲＣ,8
4121,100000000,70,金港町,10,工業地域,ＲＣ,9
4122,120000000,70,金港町,5,工業地域,ＲＣ,9
4125,40000000,60,松ケ丘,5,近隣商業地域,ＲＣ,7
4127,39000000,65,栗田谷,10,第１種中高層住居専用地域,ＲＣ,10
4129,40000000,70,松ケ丘,4,近隣商業地域,ＲＣ,7
4132,45000000,70,松ケ丘,5,近隣商業地域,ＲＣ,7
4146,19000000,70,子安台,15,第２種中高層住居専用地域,ＲＣ,14
4149,21000000,65,松見町,7,第１種住居地域,ＲＣ,37
4150,20000000,20,松見町,10,第１種住居地域,ＲＣ,7
4154,27000000,75,松見町,10,第１種住居地域,ＲＣ,27
4158,20000000,60,松見町,9,,ＲＣ,27
4159,23000000,60,松見町,13,第１種住居地域,ＲＣ,27
4161,9400000,25,子安台,13,準住居地域,ＲＣ,19
4162,18000000,30,子安台,13,準住居地域,ＲＣ,19
4163,39000000,70,松見町,15,第１種住居地域,ＲＣ,7
4165,18000000,55,松見町,13,第１種住居地域,ＲＣ,38
4166,26000000,50,子安台,13,準住居地域,ＲＣ,7
4167,24000000,55,子安台,14,準住居地域,ＲＣ,7
4170,30000000,65,子安台,13,準住居地域,ＲＣ,7
4171,28000000,65,子安通,3,近隣商業地域,ＲＣ,3
4172,14000000,40,子安通,9,商業地域,ＳＲＣ,34
4173,24000000,40,子安通,8,商業地域,ＳＲＣ,29
4174,11000000,20,子安通,5,商業地域,ＳＲＣ,28
4175,14000000,40,子安通,7,商業地域,ＳＲＣ,29
4176,7400000,15,子安通,6,商業地域,ＳＲＣ,28
4177,7600000,15,子安通,6,商業地域,ＳＲＣ,28
4178,7300000,15,子安通,5,商業地域,ＳＲＣ,28
4183,22000000,50,子安通,2,商業地域,ＲＣ,10
4185,22000000,25,子安通,9,商業地域,ＲＣ,9
4193,17000000,35,子安通,2,商業地域,ＲＣ,7
4195,19000000,35,子安通,2,商業地域,ＲＣ,7
4196,4600000,20,松見町,10,第１種住居地域,ＲＣ,27
4197,14000000,30,子安通,1,商業地域,ＲＣ,14
4198,12000000,15,松見町,11,第１種住居地域,ＲＣ,25
4199,21000000,20,子安通,3,商業地域,ＲＣ,8
4204,25000000,60,松見町,10,第１種住居地域,ＲＣ,45
4208,15000000,60,松見町,10,第１種住居地域,ＲＣ,27
4210,29000000,60,松見町,10,第２種中高層住居専用地域,ＲＣ,8
4216,27000000,55,松本町,4,近隣商業地域,ＲＣ,16
4217,5900000,15,松本町,3,近隣商業地域,ＲＣ,25
4218,18000000,30,松本町,4,近隣商業地域,ＲＣ,11
4220,30000000,55,子安通,4,商業地域,ＲＣ,5
4222,33000000,75,三ツ沢上町,1,近隣商業地域,ＲＣ,13
4223,38000000,65,子安通,4,商業地域,ＲＣ,9
4224,24000000,20,子安通,6,商業地域,ＲＣ,9
4225,20000000,50,子安通,8,商業地域,ＳＲＣ,20
4226,4200000,15,子安通,4,商業地域,ＳＲＣ,27
4227,8200000,25,子安通,9,商業地域,ＳＲＣ,29
4228,25000000,25,子安通,8,商業地域,ＲＣ,9
4229,5800000,25,子安通,6,商業地域,ＳＲＣ,30
4230,35000000,60,子安通,4,商業地域,ＲＣ,9
4231,38000000,70,子安通,4,商業地域,ＲＣ,5
4232,25000000,50,子安通,9,商業地域,ＳＲＣ,20
4233,25000000,50,子安通,12,商業地域,ＲＣ,10
4234,33000000,65,子安通,4,商業地域,ＲＣ,9
4235,36000000,65,子安通,4,商業地域,ＲＣ,3
4236,27000000,60,子安通,12,商業地域,ＲＣ,10
4237,33000000,60,子安通,6,商業地域,ＲＣ,7
4238,30000000,55,子安通,3,商業地域,ＲＣ,16
4239,27000000,55,子安通,3,商業地域,ＲＣ,16
4252,34000000,65,三ツ沢下町,8,第１種中高層住居専用地域,ＲＣ,15
4256,33000000,75,三ツ沢下町,8,第１種中高層住居専用地域,ＲＣ,15
4260,37000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,15
4261,32000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,15
4265,28000000,50,栄町,8,商業地域,ＳＲＣ,16
4266,5000000,20,栄町,10,工業地域,ＲＣ,13
4267,39000000,60,栄町,7,商業地域,ＲＣ,7
4268,4300000,15,栄町,3,商業地域,ＳＲＣ,38
4269,4700000,15,栄町,3,商業地域,ＳＲＣ,38
4270,16000000,20,栄町,7,商業地域,ＳＲＣ,17
4271,21000000,50,栄町,8,商業地域,ＳＲＣ,18
4279,4000000,15,三ツ沢西町,10,第１種住居地域,ＲＣ,24
4280,24000000,55,三ツ沢西町,9,第１種住居地域,ＲＣ,21
4281,21000000,40,栄町,13,商業地域,ＳＲＣ,22
4282,39000000,65,栄町,13,商業地域,ＳＲＣ,22
4283,39000000,70,栄町,9,商業地域,ＲＣ,16
4284,13000000,35,栄町,11,工業地域,ＲＣ,13
4285,29000000,40,栄町,13,商業地域,ＳＲＣ,22
4286,44000000,65,栄町,11,商業地域,ＳＲＣ,22
4287,80000000,70,栄町,11,工業地域,ＲＣ,13
4288,41000000,65,栄町,9,商業地域,ＳＲＣ,22
4289,59000000,70,栄町,13,工業地域,ＲＣ,9
4290,65000000,75,栄町,10,工業地域,ＲＣ,15
4291,33000000,65,栄町,8,商業地域,ＳＲＣ,17
4292,160000000,120,栄町,11,工業地域,ＲＣ,13
4293,23000000,70,沢渡,120,第１種中高層住居専用地域,ＲＣ,30
4316,8000000,15,三枚町,11,第１種住居地域,ＲＣ,25
4325,5000000,15,三枚町,11,第１種住居地域,ＲＣ,25
4326,18000000,60,三枚町,20,第１種住居地域,ＲＣ,33
4334,44000000,70,六角橋,8,第１種住居地域,ＲＣ,3
4355,7500000,15,白幡町,7,近隣商業地域,ＲＣ,23
4366,9300000,15,六角橋,13,第１種低層住居専用地域,ＲＣ,27
4370,42000000,70,六角橋,3,商業地域,ＲＣ,11
4371,46000000,65,六角橋,9,近隣商業地域,ＲＣ,3
4373,6200000,20,六角橋,3,商業地域,ＲＣ,26
4374,15000000,35,六角橋,9,近隣商業地域,ＲＣ,17
4377,12000000,35,六角橋,10,,ＲＣ,21
4378,44000000,65,六角橋,9,近隣商業地域,ＲＣ,3
4381,5000000,15,白幡西町,8,第１種低層住居専用地域,ＲＣ,25
4393,38000000,100,白幡東町,10,第１種中高層住居専用地域,ＲＣ,21
4395,21000000,55,白幡南町,12,第１種中高層住居専用地域,ＲＣ,20
4396,23000000,65,白幡南町,9,第１種中高層住居専用地域,ＲＣ,32
4399,21000000,50,白幡南町,15,第２種中高層住居専用地域,ＲＣ,33
4402,8800000,35,白幡南町,9,第２種中高層住居専用地域,ＲＣ,33
4407,30000000,60,白幡向町,12,近隣商業地域,ＲＣ,19
4408,5400000,15,白幡向町,8,近隣商業地域,ＲＣ,28
4410,31000000,55,新浦島町,3,工業地域,ＲＣ,12
4411,46000000,80,新浦島町,3,工業地域,ＲＣ,12
4412,30000000,65,新浦島町,6,工業地域,ＲＣ,13
4413,36000000,70,新浦島町,6,工業地域,ＲＣ,13
4414,43000000,75,新子安,9,第１種住居地域,ＲＣ,12
4417,41000000,65,新子安,6,第１種住居地域,ＲＣ,3
4418,34000000,65,新子安,10,第１種住居地域,ＲＣ,17
4419,30000000,55,新子安,7,近隣商業地域,ＲＣ,23
4420,40000000,70,新子安,9,第１種住居地域,ＲＣ,10
4421,46000000,60,新子安,5,第１種住居地域,ＳＲＣ,16
4422,30000000,65,新子安,10,第１種住居地域,ＲＣ,17
4423,6700000,15,新子安,8,近隣商業地域,ＲＣ,29
4424,42000000,70,新子安,6,第１種住居地域,ＳＲＣ,16
4425,43000000,70,新子安,6,第１種住居地域,ＳＲＣ,16
4428,50000000,70,新子安,6,第１種住居地域,ＳＲＣ,16
4429,36000000,75,新子安,8,第１種住居地域,ＲＣ,18
4430,9400000,15,新町,3,商業地域,ＳＲＣ,24
4431,34000000,55,新町,3,商業地域,ＳＲＣ,21
4432,6000000,15,新町,3,商業地域,ＲＣ,28
4433,12000000,55,新町,3,商業地域,ＳＲＣ,36
4434,24000000,50,新町,4,商業地域,鉄骨造,17
4435,28000000,55,新町,3,商業地域,ＳＲＣ,21
4436,9200000,20,新町,3,商業地域,ＲＣ,28
4438,20000000,50,新町,3,商業地域,ＲＣ,32
4439,4000000,15,新町,1,商業地域,ＳＲＣ,24
4440,9900000,45,菅田町,45,第１種住居地域,ＲＣ,31
4448,1300000,45,菅田町,26,第１種住居地域,ＲＣ,32
4457,15000000,75,菅田町,25,第１種住居地域,ＲＣ,19
4461,43000000,70,台町,2,商業地域,ＳＲＣ,19
4462,42000000,65,台町,5,商業地域,ＳＲＣ,19
4463,14000000,20,台町,2,商業地域,ＲＣ,13
4465,19000000,25,台町,2,商業地域,ＳＲＣ,19
4467,8000000,20,台町,8,商業地域,ＳＲＣ,34
4468,30000000,50,台町,8,商業地域,ＳＲＣ,28
4469,13000000,20,台町,6,商業地域,ＳＲＣ,24
4470,18000000,35,台町,7,商業地域,ＳＲＣ,23
4471,47000000,70,台町,7,商業地域,ＲＣ,24
4472,39000000,60,台町,7,商業地域,ＳＲＣ,23
4474,16000000,50,高島台,5,第２種中高層住居専用地域,ＲＣ,29
4475,22000000,50,高島台,5,第２種中高層住居専用地域,ＲＣ,29
4477,66000000,75,高島台,9,第２種中高層住居専用地域,ＲＣ,8
4479,57000000,75,高島台,6,第２種中高層住居専用地域,ＲＣ,7
4482,27000000,60,立町,7,商業地域,ＳＲＣ,18
4483,40000000,75,立町,9,第２種中高層住居専用地域,ＲＣ,15
4486,23000000,35,反町,4,商業地域,ＳＲＣ,21
4488,18000000,20,反町,3,商業地域,ＳＲＣ,10
4489,15000000,20,反町,4,商業地域,ＳＲＣ,14
4490,24000000,20,反町,4,商業地域,ＲＣ,1
4491,5900000,15,反町,3,商業地域,ＲＣ,28
4492,25000000,20,反町,4,商業地域,ＲＣ,1
4493,25000000,20,反町,4,商業地域,ＲＣ,1
4494,16000000,50,反町,4,商業地域,ＳＲＣ,19
4495,28000000,55,反町,4,商業地域,ＳＲＣ,19
4496,17000000,20,反町,3,商業地域,ＳＲＣ,10
4497,4800000,15,反町,3,商業地域,ＳＲＣ,28
4498,16000000,20,反町,4,商業地域,ＳＲＣ,14
4499,25000000,20,反町,4,商業地域,ＲＣ,1
4500,3700000,20,鶴屋町,8,商業地域,ＲＣ,35
4501,20000000,20,鶴屋町,6,商業地域,ＲＣ,4
4502,13000000,45,鶴屋町,8,商業地域,ＲＣ,31
4503,29000000,55,鶴屋町,7,商業地域,ＳＲＣ,29
4504,20000000,20,鶴屋町,6,商業地域,ＲＣ,4
4505,7200000,20,鶴屋町,6,商業地域,ＳＲＣ,35
4506,8600000,25,鶴屋町,6,商業地域,ＳＲＣ,35
4507,5900000,15,鶴屋町,6,商業地域,ＳＲＣ,35
4508,14000000,25,鶴屋町,5,商業地域,ＳＲＣ,29
4509,21000000,20,鶴屋町,6,商業地域,ＲＣ,4
4510,38000000,75,富家町,3,商業地域,ＳＲＣ,37
4511,46000000,75,富家町,4,商業地域,ＲＣ,12
4512,29000000,85,富家町,3,商業地域,ＳＲＣ,37
4513,39000000,75,富家町,3,商業地域,ＳＲＣ,37
4514,46000000,65,富家町,6,準住居地域,ＲＣ,16
4515,32000000,75,富家町,2,商業地域,ＳＲＣ,37
4516,37000000,85,富家町,3,商業地域,ＳＲＣ,37
4527,6000000,15,七島町,4,準住居地域,ＲＣ,29
4531,8900000,15,七島町,5,準住居地域,ＲＣ,29
4533,20000000,60,西大口,15,第１種中高層住居専用地域,ＲＣ,43
4534,32000000,70,西大口,10,第１種中高層住居専用地域,ＲＣ,15
4535,9700000,25,西大口,7,第２種中高層住居専用地域,ＲＣ,30
4536,10000000,15,西神奈川,4,商業地域,ＳＲＣ,31
4537,13000000,20,西神奈川,6,商業地域,ＳＲＣ,16
4538,14000000,30,西神奈川,4,商業地域,ＳＲＣ,27
4539,15000000,30,西神奈川,3,商業地域,ＳＲＣ,27
4540,7800000,20,西神奈川,3,商業地域,ＳＲＣ,27
4541,6400000,15,西神奈川,5,商業地域,ＲＣ,28
4542,10000000,15,西神奈川,5,商業地域,ＲＣ,28
4543,8000000,15,西神奈川,4,第１種住居地域,ＲＣ,31
