"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
3536,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","8",52000000,"","","100",,"不整形","12.0","90","平成26年","木造","住宅","住宅","北西","私道",5.5,"第１種低層住居専用地域",50,100,"2015年第１四半期","",""
3537,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","8",38000000,"830000","","150",250000,"ほぼ正方形","12.0","","","","","","南東","私道",4.0,"第２種中高層住居専用地域",60,150,"2015年第１四半期","","私道を含む取引"
3538,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","9",55000000,"","","115",,"袋地等","","90","平成27年","木造","住宅","住宅","西","私道",5.5,"第１種低層住居専用地域",50,100,"2015年第１四半期","",""
3539,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","8",67000000,"","","105",,"ほぼ整形","11.0","95","平成27年","木造","住宅","住宅","北西","私道",5.5,"第１種低層住居専用地域",50,100,"2015年第１四半期","",""
3540,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","9",59000000,"","","110",,"ほぼ台形","7.6","95","平成27年","木造","住宅","住宅","西","区画街路",5.5,"第１種低層住居専用地域",50,100,"2015年第１四半期","",""
3541,"中古マンション等","","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","10",27000000,"","１ＬＤＫ","50",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2015年第１四半期","改装済",""
3542,"中古マンション等","","14102","神奈川県","横浜市神奈川区","神大寺","片倉町","8",27000000,"","３ＬＤＫ","70",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,150,"2015年第１四半期","未改装",""
3543,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","白楽","20",36000000,"","","130",,"長方形","14.0","160","平成2年","木造","住宅","住宅","西","市道",6.0,"第２種中高層住居専用地域",60,150,"2015年第４四半期","",""
3544,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","9",56000000,"","","210",,"不整形","","100","平成27年","木造","共同住宅","住宅","東","道路",1.8,"第２種中高層住居専用地域",60,150,"2015年第４四半期","","私道を含む取引"
3545,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","10",21000000,"","","65",,"袋地等","4.0","90","平成19年","鉄骨造、木造","住宅","","北東","市道",3.0,"第１種中高層住居専用地域",60,150,"2015年第３四半期","",""
3546,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","10",37000000,"","","70",,"ほぼ長方形","6.0","105","平成27年","木造","住宅","住宅","北西","市道",3.7,"第２種中高層住居専用地域",60,150,"2015年第２四半期","",""
3547,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","11",36000000,"","","70",,"長方形","6.0","105","平成27年","木造","住宅","住宅","北西","市道",4.0,"第２種中高層住居専用地域",60,150,"2015年第２四半期","",""
3548,"中古マンション等","","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","11",13000000,"","２ＤＫ","40",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,150,"2015年第２四半期","未改装",""
3549,"中古マンション等","","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","12",18000000,"","３ＬＤＫ","60",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"",,,"2015年第１四半期","未改装",""
3550,"中古マンション等","","14102","神奈川県","横浜市神奈川区","神大寺","三ツ沢下町","9",16000000,"","３ＬＤＫ","60",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,150,"2015年第１四半期","未改装",""
3551,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","桐畑","反町","3",61000000,"","","90",,"長方形","6.5","95","平成8年","木造","住宅","","南西","市道",4.0,"商業地域",80,400,"2015年第３四半期","",""
3552,"中古マンション等","","14102","神奈川県","横浜市神奈川区","金港町","横浜","9",74000000,"","２ＬＤＫ","70",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第４四半期","未改装",""
3553,"中古マンション等","","14102","神奈川県","横浜市神奈川区","金港町","横浜","9",42000000,"","１ＬＤＫ","45",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第２四半期","未改装",""
3554,"中古マンション等","","14102","神奈川県","横浜市神奈川区","金港町","横浜","5",150000000,"","２ＬＤＫ","85",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第１四半期","未改装",""
3555,"中古マンション等","","14102","神奈川県","横浜市神奈川区","金港町","横浜","9",99000000,"","２ＬＤＫ","85",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第１四半期","未改装",""
3556,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","反町","9",34000000,"","","105",,"長方形","7.0","90","昭和62年","木造","共同住宅","住宅","北西","市道",4.0,"第１種中高層住居専用地域",60,150,"2015年第４四半期","",""
3557,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","反町","5",110000000,"","","190",,"不整形","12.0","180","平成28年","木造","共同住宅","住宅","東","市道",2.8,"第１種低層住居専用地域",60,100,"2015年第４四半期","",""
3558,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","反町","16",20000000,"980000","","65",300000,"ほぼ長方形","12.1","","","","","","北","市道",9.2,"第２種中高層住居専用地域",60,150,"2015年第２四半期","",""
3559,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栗田谷","反町","10",36000000,"","３ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2015年第２四半期","未改装",""
3560,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","反町","11",26000000,"","","135",,"台形","11.8","115","昭和61年","軽量鉄骨造","","","南東","市道",2.2,"第１種中高層住居専用地域",60,150,"2015年第１四半期","",""
3561,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","三ツ沢下町","11",44000000,"1100000","","135",320000,"不整形","12.0","","","","","住宅","南東","私道",7.0,"第１種中高層住居専用地域",60,150,"2015年第４四半期","",""
3562,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","三ツ沢下町","10",45000000,"","","105",,"不整形","4.2","90","平成28年","木造","住宅","住宅","南東","私道",7.0,"第１種中高層住居専用地域",60,150,"2015年第４四半期","",""
3563,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","栗田谷","三ツ沢下町","10",28000000,"","","125",,"ほぼ台形","10.0","65","昭和42年","木造","住宅","住宅","北","市道",6.0,"第１種中高層住居専用地域",60,150,"2015年第３四半期","",""
3564,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栗田谷","三ツ沢下町","10",6900000,"","１Ｋ","25",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2015年第３四半期","改装済",""
3565,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安台","大口","15",26000000,"","３ＬＤＫ","70",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,150,"2015年第４四半期","改装済",""
3566,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安台","大口","14",28000000,"500000","","185",150000,"不整形","","","","","","住宅","南西","私道",4.0,"第２種中高層住居専用地域",60,150,"2015年第１四半期","",""
3567,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","子安台","京急新子安","15",24000000,"","","75",,"不整形","12.0","100","平成9年","木造","住宅、駐車場","住宅","北","市道",6.7,"第１種住居地域",60,200,"2015年第３四半期","",""
3568,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安台","京急新子安","11",33000000,"910000","","120",280000,"ほぼ台形","11.4","","","","","住宅","南","市道",4.0,"第２種中高層住居専用地域",60,150,"2015年第２四半期","",""
3569,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安台","新子安","11",17000000,"","２ＬＤＫ","55",,"","","","昭和43年","ＳＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2015年第４四半期","改装済",""
3570,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安台","新子安","11",55000000,"510000","","360",150000,"ほぼ長方形","17.0","","","","","その他","東","市道",4.0,"第２種中高層住居専用地域",60,150,"2015年第３四半期","",""
3571,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安台","新子安","10",5000000,"","２ＬＤＫ","55",,"","","","昭和47年","ＳＲＣ","住宅","","","",,"準住居地域",60,200,"2015年第１四半期","未改装",""
3572,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","3",10000000,"","１ＤＫ","15",,"","","","昭和63年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3573,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","5",4600000,"","","15",,"","","","平成3年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3574,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","3",5500000,"","１Ｋ","15",,"","","","昭和63年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","改装済",""
3575,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","4",12000000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"2015年第３四半期","",""
3576,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","3",5600000,"","１Ｋ","15",,"","","","昭和63年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","",""
3577,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","3",3900000,"","１Ｋ","15",,"","","","","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3578,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","5",4800000,"","１Ｋ","15",,"","","","平成3年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3579,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","5",5500000,"","１Ｋ","15",,"","","","平成3年","ＳＲＣ","住宅","","","",,"商業地域",80,400,"2015年第２四半期","未改装",""
3580,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","5",25000000,"","","85",,"ほぼ長方形","5.0","90","平成13年","木造","住宅","住宅","北西","私道",3.1,"第１種住居地域",60,200,"2015年第１四半期","","私道を含む取引"
3581,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","京急新子安","10",28000000,"","３ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"",,,"2015年第１四半期","未改装",""
3582,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","子安通","子安","4",57000000,"","","75",,"袋地等","2.5","85","平成26年","木造","共同住宅","住宅","北西","国道",30.0,"商業地域",80,400,"2015年第４四半期","",""
3583,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","子安通","子安","3",16000000,"850000","","60",260000,"ほぼ長方形","9.8","","","","","その他","北","国道",30.0,"商業地域",80,400,"2015年第４四半期","",""
3584,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","子安","2",33000000,"","３ＬＤＫ","65",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3585,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","子安","3",15000000,"","１ＬＤＫ","35",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装","調停・競売等"
3586,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","子安","3",61000000,"970000","","210",290000,"ほぼ正方形","12.5","","","","","住宅","南","市道",1.8,"準工業地域",60,200,"2015年第３四半期","",""
3587,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","子安","4",14000000,"","１ＤＫ","30",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","",""
3588,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","子安","3",20000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","未改装",""
3589,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",160000000,"1200000","","430",370000,"ほぼ長方形","16.5","","","","","その他","北西","国道",27.0,"商業地域",80,400,"2015年第４四半期","",""
3590,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",22000000,"1100000","","70",320000,"長方形","4.2","","","","","住宅","北西","国道",27.0,"商業地域",80,400,"2015年第４四半期","",""
3591,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","9",3000000,"","１Ｋ","25",,"","","","昭和62年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3592,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",37000000,"","３ＬＤＫ","65",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3593,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","9",14000000,"","１ＤＫ","40",,"","","","昭和62年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","改装済",""
3594,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","10",32000000,"","２ＬＤＫ＋Ｓ","65",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","改装済",""
3595,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","6",22000000,"","２ＬＤＫ","50",,"","","","昭和61年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","改装済",""
3596,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","6",10000000,"","１Ｒ","25",,"","","","昭和61年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","改装済",""
3597,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",6100000,"","１Ｋ","15",,"","","","昭和63年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","",""
3598,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","6",41000000,"","３ＬＤＫ","70",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3599,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",33000000,"","２ＬＤＫ","60",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3600,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","6",15000000,"","３ＬＤＫ","50",,"","","","昭和61年","ＳＲＣ","住宅","","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3601,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","12",33000000,"","３ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第３四半期","未改装",""
3602,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",63000000,"","","115",,"ほぼ整形","","100","平成27年","木造","共同住宅","住宅","南東","私道",2.0,"第１種住居地域",60,200,"2015年第２四半期","",""
3603,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","8",17000000,"","","50",,"","","","昭和61年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第２四半期","未改装",""
3604,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","12",26000000,"","２ＬＤＫ","55",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第２四半期","未改装",""
3605,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",7400000,"","１Ｋ","15",,"","","","昭和63年","ＳＲＣ","事務所","その他","","",,"商業地域",80,400,"2015年第２四半期","改装済",""
3606,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",21000000,"350000","","200",100000,"ほぼ長方形","","","","","","住宅","西","市道",3.0,"第１種住居地域",60,200,"2015年第１四半期","","私道を含む取引"
3607,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",32000000,"530000","","200",160000,"台形","","","","","","住宅","西","市道",3.0,"第１種住居地域",60,200,"2015年第１四半期","","私道を含む取引"
3608,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","4",32000000,"","３ＬＤＫ","65",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","未改装",""
3609,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","7",14000000,"","","40",,"","","","昭和62年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","改装済",""
3610,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","3",8500000,"","１Ｋ","25",,"","","","昭和61年","ＳＲＣ","事務所","住宅","","",,"商業地域",80,400,"2015年第１四半期","未改装",""
3611,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","6",24000000,"","３ＬＤＫ","50",,"","","","平成8年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","",""
3612,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","10",29000000,"","３ＬＤＫ","70",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","未改装",""
3613,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","5",32000000,"","３ＬＤＫ","65",,"","","","","ＲＣ","住宅","住宅","","",,"",,,"2015年第１四半期","未改装",""
3614,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","新子安","10",15000000,"","２ＬＤＫ","50",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第１四半期","",""
3615,"中古マンション等","","14102","神奈川県","横浜市神奈川区","子安通","鶴見","3",23000000,"","３ＬＤＫ","55",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2015年第４四半期","未改装",""
3616,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","反町","11",13000000,"","","80",,"不整形","10.0","90","昭和54年","木造","住宅","住宅","西","市道",2.2,"第１種中高層住居専用地域",60,150,"2015年第２四半期","",""
3617,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","反町","11",70000000,"620000","","370",190000,"不整形","21.0","","","","","","西","市道",3.7,"第１種中高層住居専用地域",60,150,"2015年第２四半期","",""
3618,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","白楽","8",18000000,"","","420",,"ほぼ台形","","","","","","その他","北西","道路",3.5,"第１種低層住居専用地域",50,100,"2015年第１四半期","",""
3619,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","東白楽","10",7000000,"","","210",,"ほぼ台形","12.0","50","昭和34年","木造","住宅","住宅","北西","市道",3.0,"第１種低層住居専用地域",60,100,"2015年第４四半期","",""
3620,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","東白楽","8",93000000,"","","240",,"ほぼ長方形","13.0","","","","","住宅","北西","市道",3.6,"第１種低層住居専用地域",60,100,"2015年第４四半期","",""
3621,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","東白楽","8",75000000,"","","195",,"ほぼ台形","12.0","165","平成27年","木造","共同住宅","住宅","北西","市道",2.0,"第１種低層住居専用地域",60,100,"2015年第３四半期","",""
3622,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","東白楽","11",34000000,"","","165",,"ほぼ台形","9.5","110","昭和51年","木造","住宅","","南","市道",5.0,"第１種低層住居専用地域",60,100,"2015年第２四半期","",""
3623,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","斎藤分町","東白楽","9",82000000,"","","640",,"不整形","","350","昭和59年","ＲＣ","共同住宅","住宅","北西","市道",4.0,"第１種低層住居専用地域",60,100,"2015年第１四半期","",""
3624,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","栄町","神奈川","8",44000000,"1500000","","100",440000,"ほぼ長方形","6.6","","","","","住宅","北東","市道",4.0,"商業地域",80,400,"2015年第３四半期","",""
3625,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","神奈川","7",30000000,"","２ＤＫ","55",,"","","","平成10年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2015年第３四半期","改装済",""
3626,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","神奈川","4",41000000,"","３ＬＤＫ","60",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2015年第３四半期","改装済",""
3627,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","栄町","神奈川","8",22000000,"2100000","","35",640000,"袋地等","","","","","","その他","北東","市道",4.0,"商業地域",80,400,"2015年第２四半期","",""
3628,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","神奈川","9",35000000,"","３ＬＤＫ","60",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2015年第２四半期","改装済",""
3629,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","神奈川","4",29000000,"","２ＬＤＫ","50",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2015年第２四半期","未改装",""
3630,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","神奈川","9",26000000,"","３ＬＤＫ","60",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"",,,"2015年第１四半期","未改装",""
3631,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","13",68000000,"","２ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","その他","","",,"工業地域",60,200,"2015年第４四半期","未改装",""
3632,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","13",57000000,"","１ＤＫ","70",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第４四半期","未改装",""
3633,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","10",59000000,"","３ＬＤＫ","100",,"","","","平成7年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2015年第４四半期","未改装",""
3634,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","20",36000000,"","１Ｋ","50",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第３四半期","未改装",""
3635,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","8",15000000,"","２ＬＤＫ","55",,"","","","平成11年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,500,"2015年第２四半期","未改装",""
3636,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","10",87000000,"","２ＬＤＫ","80",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第２四半期","改装済",""
3637,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","10",47000000,"","２ＬＤＫ","80",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第２四半期","",""
3638,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","栄町","横浜","7",360000000,"","","200",,"ほぼ整形","11.0","910","平成10年","鉄骨造","その他","事務所","北西","国道",35.0,"商業地域",80,500,"2015年第１四半期","",""
3639,"中古マンション等","","14102","神奈川県","横浜市神奈川区","栄町","横浜","11",41000000,"","１ＬＤＫ","60",,"","","","","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2015年第１四半期","未改装",""
3640,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","沢渡","三ツ沢下町","13",42000000,"","","130",,"ほぼ台形","12.0","90","平成27年","木造","住宅","住宅","南","私道",4.0,"第１種中高層住居専用地域",60,150,"2015年第３四半期","","私道を含む取引"
3641,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","沢渡","三ツ沢下町","12",50000000,"","","100",,"不整形","6.0","105","平成27年","木造","住宅","住宅","北東","市道",3.5,"第１種中高層住居専用地域",60,150,"2015年第２四半期","",""
3642,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","沢渡","三ツ沢下町","8",40000000,"310000","","430",94000,"不整形","27.6","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",40,80,"2015年第１四半期","","関係者間取引"
3643,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","沢渡","横浜","13",20000000,"960000","","70",290000,"長方形","6.1","","","","","住宅","南東","市道",5.0,"第１種中高層住居専用地域",60,150,"2015年第１四半期","",""
3644,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","8",55000000,"","","120",,"ほぼ長方形","13.4","110","","","","住宅","南","私道",4.0,"第１種低層住居専用地域",50,100,"2015年第４四半期","",""
3645,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","21",7000000,"","３ＬＤＫ","60",,"","","","昭和58年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2015年第４四半期","",""
3646,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","25",26000000,"840000","","100",250000,"長方形","9.0","","","","","住宅","北西","私道",5.5,"第１種中高層住居専用地域",60,150,"2015年第３四半期","",""
3647,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","24",31000000,"","","60",,"ほぼ長方形","","","","","","住宅","西","市道",,"第１種住居地域",60,200,"2015年第３四半期","",""
3648,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","11",12000000,"","３ＤＫ","55",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2015年第３四半期","未改装",""
3649,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","10",13000000,"","３ＬＤＫ","55",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2015年第３四半期","",""
3650,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","10",31000000,"","","220",,"ほぼ台形","13.0","135","昭和54年","木造","住宅","","南西","市道",4.0,"第１種低層住居専用地域",50,100,"2015年第２四半期","",""
3651,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三枚町","片倉町","11",24000000,"","","65",,"不整形","4.7","90","平成15年","木造","住宅","","南東","市道",4.9,"第１種住居地域",60,200,"2015年第２四半期","","調停・競売等"
